conversation_id,conversation
49,"{
  ""conversation"": [
    {
      ""user"": ""Hello, koi patriotic war movie recommend kar sakte ho? Kuch inspiring dekhne ka mann hai."",
      ""agent"": ""Zaroor! Pehle aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Arman hai."",
      ""agent"": ""Arman, aapse milkar khushi hui! Agar aapko patriotic aur war movies pasand hai, toh 'Shershaah' dekhni chahiye.""
    },
    {
      ""user"": ""'Shershaah'? Iske baare mein suna hai, par kaisi film hai?"",
      ""agent"": ""'Shershaah' ek biopic hai Kargil War hero Captain Vikram Batra ke upar. Siddharth Malhotra ne unka role play kiya hai, aur unhone unki bravery aur sacrifice ko bahut hi emotional aur impactful tareeke se dikhaya hai. Kiara Advani bhi lead role mein hain.""
    },
    {
      ""user"": ""Kargil War ki kahani hai? Kitni realistic lagti hai?"",
      ""agent"": ""Haan, yeh film Kargil War ke dauran Vikram Batra ki bravery aur unke unmatched valor par focus karti hai. Film mein action sequences realistic hain aur aapko war ki intensity feel karayenge. Isme unki love story ka bhi emotional angle hai, jo film ko aur bhi engaging banata hai.""
    },
    {
      ""user"": ""Sounds like a powerful movie. Definitely dekhunga. Thanks for the recommendation!"",
      ""agent"": ""Mujhe khushi hai ki aapko yeh recommendation pasand aayi. 'Shershaah' dekhkar aapko patriotism ka ek naya level feel hoga. Yeh film sach mein inspiring hai!""
    }
  ],
  ""movies"": [""Shershaah""]
}
"
50,"{
  ""conversation"": [
    {
      ""user"": ""Hi, koi intense military film recommend kar sakte ho? Mujhe action aur patriotism ka mix chahiye."",
      ""agent"": ""Hello! Bilkul, pehle aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Priya hai."",
      ""agent"": ""Priya ji, aapse milkar khushi hui! Aapko intense military film chahiye, toh 'Uri: The Surgical Strike' dekhni chahiye.""
    },
    {
      ""user"": ""'Uri: The Surgical Strike'? Isme kya special hai?"",
      ""agent"": ""'Uri: The Surgical Strike' ek real-life inspired film hai jo 2016 ke surgical strikes par based hai. Vicky Kaushal ne lead role play kiya hai, aur unhone ek army officer ka role bahut hi impactful tareeke se nibhaya hai. Film mein action sequences aur military strategies ka accurate portrayal hai.""
    },
    {
      ""user"": ""Yeh film kis scale pe banayi gayi hai? Kaisa action aur drama hai isme?"",
      ""agent"": ""Film scale par ek high-intensity action drama hai. Surgical strikes ki planning aur execution ko detail mein dikhaya gaya hai, aur action sequences realistic aur gripping hain. Drama aur emotion bhi hai, jo film ko sirf ek war movie nahi, balki ek inspiring journey banata hai.""
    },
    {
      ""user"": ""Sounds perfect! Yeh film kaise reviews mili hai?"",
      ""agent"": ""Film ko largely positive reviews mile hain. Vicky Kaushal ki performance ko bahut praise kiya gaya hai, aur film ke direction, screenplay, aur action sequences ko bhi appreciate kiya gaya. Overall, film ne audiences ko patriotism aur courage ka strong sense diya hai.""
    },
    {
      ""user"": ""Great! Main zaroor dekhoongi. Thanks for the suggestion!"",
      ""agent"": ""Mujhe khushi hai ki aapko recommendation pasand aayi. 'Uri: The Surgical Strike' definitely aapko action aur patriotism ka accha mix dekhne ko milega. Enjoy the movie!""
    }
  ],
  ""movies"": [""Uri: The Surgical Strike""]
}
"
51,"{
  ""conversation"": [
    {
      ""user"": ""Hello! Koi unique aur thought-provoking movie suggest kar sakte ho?"",
      ""agent"": ""Hi! Zaroor, pehle main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Rohit hai."",
      ""agent"": ""Rohit ji, aapse milkar khushi hui! Aapko ek unique aur thought-provoking movie chahiye, toh main 'PK' recommend karunga. Aapne dekhi hai?""
    },
    {
      ""user"": ""Nahi, maine ab tak nahi dekhi. Isme kya khaas hai?"",
      ""agent"": ""'PK' ek bahut hi interesting film hai. Aamir Khan ne ek alien ka role play kiya hai jo earth pe aata hai aur human beliefs aur religion ko samajhne ki koshish karta hai. Film humor aur satire ke zariye society ke various norms aur practices ko question karti hai.""
    },
    {
      ""user"": ""Sounds interesting! Iska message kya hai?"",
      ""agent"": ""Film ka message kaafi strong hai. Yeh blind faith, superstition, aur religion ke naam par hone wale exploitation ko challenge karti hai. Aamir Khan ki performance aur Rajkumar Hirani ka direction film ko aur bhi impactful banate hain.""
    },
    {
      ""user"": ""Wow, yeh toh kaafi alag lag rahi hai. Reviews kaisi rahi iski?"",
      ""agent"": ""Film ko bahut positive reviews mile hain. Critics ne iski bold storytelling aur Aamir Khan ki acting ko appreciate kiya hai. Yeh ek entertaining film hai, saath hi aapko sochne par majboor bhi karti hai.""
    },
    {
      ""user"": ""Great! Main isse zaroor dekhunga. Thanks for the suggestion!"",
      ""agent"": ""Mujhe khushi hai ki aapko suggestion pasand aaya. 'PK' aapko ek unique experience degi, jisme entertainment aur thought-provoking message dono hain. Enjoy the movie, Rohit ji!""
    }
  ],
  ""movies"": [""PK""]
}
"
52,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi impactful movie suggest karo jo social issues pe based ho."",
      ""agent"": ""Hello! Main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Sure, mera naam Akshay hai."",
      ""agent"": ""Akshay ji, aapse milkar acha laga. Main 'My Name Is Khan' recommend karunga. Kya aapne yeh dekhi hai?""
    },
    {
      ""user"": ""Nahi, isme kya story hai?"",
      ""agent"": ""'My Name Is Khan' mein Shah Rukh Khan ne ek Muslim man ka role play kiya hai jo Asperger's syndrome se suffer karta hai. Post-9/11 world mein unhe apni identity ke liye struggle karna padta hai. Film powerful social message ke saath hai.""
    },
    {
      ""user"": ""Sounds intense. Reviews kaise the?"",
      ""agent"": ""Film ko critics aur audience dono se positive reviews mile. SRK ki performance aur Karan Johar ki direction ki kaafi tareef hui hai. Yeh ek emotional roller-coaster hai jo aapko zaroor dekhni chahiye.""
    },
    {
      ""user"": ""Great, yeh main zaroor dekhunga!"",
      ""agent"": ""Mujhe khushi hai ki aapko suggestion pasand aaya. 'My Name Is Khan' ek impactful film hai jo aapko sochne par majboor kar degi. Enjoy the movie, Akshay ji!""
    }
  ],
  ""movies"": [""My Name Is Khan""]
}
"
53,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi gripping crime drama recommend kar sakte ho?"",
      ""agent"": ""Hello! Pehle main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Rohan hai."",
      ""agent"": ""Rohan ji, aap se milke khushi hui. Crime drama ke liye 'Raees' ek perfect choice hai. Kya aapne yeh film dekhi hai?""
    },
    {
      ""user"": ""Nahi, isme kya khaas hai?"",
      ""agent"": ""'Raees' mein Shah Rukh Khan ne Gujarat ke ek bootlegger ka role play kiya hai jo apne illegal business aur social welfare ke beech juggle karta hai. Yeh film crime, politics, aur drama ka perfect blend hai.""
    },
    {
      ""user"": ""Sounds interesting. Box office par kaisi rahi?"",
      ""agent"": ""'Raees' ne box office par achha perform kiya tha. SRK ki performance aur dialogues ko logon ne kaafi pasand kiya, especially 'Baniye ka dimaag aur Miyanbhai ki daring'.""
    },
    {
      ""user"": ""Yeh dialogue toh suna hai. Film dekhni padegi!"",
      ""agent"": ""Bilkul Rohan ji, yeh film aapko zaroor pasand aayegi. 'Raees' ek gripping crime drama hai jo aapko pura time engage rakhegi.""
    }
  ],
  ""movies"": [""Raees""]
}
"
54,"{
  ""conversation"": [
    {
      ""user"": ""Hello! Koi fun and empowering film recommend kar sakte ho?"",
      ""agent"": ""Hi! Zaroor, pehle main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Nisha hai."",
      ""agent"": ""Nisha ji, aap se milke khushi hui. Aapko ek empowering film chahiye, toh main 'Thank You for Coming' recommend karunga. Kya aapne yeh dekhi hai?""
    },
    {
      ""user"": ""Nahi, yeh kis bare mein hai?"",
      ""agent"": ""'Thank You for Coming' ek modern-day women-centric film hai jo self-discovery aur friendship ke themes explore karti hai. Yeh ek light-hearted yet meaningful story hai jo aapko zaroor inspire karegi.""
    },
    {
      ""user"": ""Sounds fun and relevant. Reviews kaisi thi?"",
      ""agent"": ""Film ko audience se kaafi positive response mila hai, especially for its bold narrative aur relatable characters. Yeh ek entertaining aur thought-provoking film hai.""
    },
    {
      ""user"": ""Main zaroor dekhti hoon. Thanks for the suggestion!"",
      ""agent"": ""Mujhe khushi hai ki aapko suggestion pasand aaya. 'Thank You for Coming' aapko ek refreshing experience degi. Enjoy the movie, Nisha ji!""
    }
  ],
  ""movies"": [""Thank You for Coming""]
}
"
55,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi heartwarming aur meaningful movie recommend kar sakte ho?"",
      ""agent"": ""Hello! Main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Suresh hai."",
      ""agent"": ""Suresh ji, aap se milke khushi hui. Main 'Taare Zameen Par' recommend karunga. Kya aapne yeh dekhi hai?""
    },
    {
      ""user"": ""Nahi, isme kya story hai?"",
      ""agent"": ""'Taare Zameen Par' ek young boy ki kahani hai jo dyslexia se struggle karta hai, aur kaise ek understanding teacher uska potential dekhta hai. Yeh film education aur parental pressure ke bare mein ek strong message deti hai.""
    },
    {
      ""user"": ""Wow, sounds very emotional. Kaise reviews mile?"",
      ""agent"": ""'Taare Zameen Par' ko bahut hi positive reviews mile hain. Aamir Khan ki direction aur Darsheel Safary ki performance ko critics aur audience dono ne bahut appreciate kiya hai.""
    },
    {
      ""user"": ""Great, yeh main zaroor dekhunga!"",
      ""agent"": ""Mujhe khushi hai ki aapko suggestion pasand aaya. 'Taare Zameen Par' ek heartwarming film hai jo aapko deeply touch karegi. Enjoy the movie, Suresh ji!""
    }
  ],
  ""movies"": [""Taare Zameen Par""]
}
"
56,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi powerful biographical film recommend kar sakte ho?"",
      ""agent"": ""Hello! Zaroor, pehle main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Priya hai."",
      ""agent"": ""Priya ji, aap se milke khushi hui. Main aapko 'Gangubai Kathiawadi' suggest karunga. Kya aapne yeh film dekhi hai?""
    },
    {
      ""user"": ""Nahi, isme kya khaas hai?"",
      ""agent"": ""'Gangubai Kathiawadi' ek powerful woman ki story hai jo Mumbai ke red-light area mein apni pehchan banati hai. Alia Bhatt ki performance outstanding hai aur Sanjay Leela Bhansali ka direction top-notch.""
    },
    {
      ""user"": ""Sounds intense. Reviews kaise the?"",
      ""agent"": ""Film ko bahut positive reviews mile hain, especially for Alia Bhatt's portrayal of Gangubai. Yeh film visual treat ke saath ek impactful story bhi deliver karti hai.""
    },
    {
      ""user"": ""Wow, yeh toh dekhni padegi!"",
      ""agent"": ""Bilkul Priya ji, 'Gangubai Kathiawadi' aapko ek powerful cinematic experience degi. Enjoy the movie!""
    }
  ],
  ""movies"": [""Gangubai Kathiawadi""]
}
"
57,"{
  ""conversation"": [
    {
      ""user"": ""Hello! Koi upcoming action-packed movie recommend kar sakte ho?"",
      ""agent"": ""Hi! Main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Sure, mera naam Vivek hai."",
      ""agent"": ""Vivek ji, aap se milke acha laga. Action-packed film ke liye main 'Fighter' suggest karunga. Kya aapne iske baare mein suna hai?""
    },
    {
      ""user"": ""Nahi, isme kya special hai?"",
      ""agent"": ""'Fighter' Hrithik Roshan aur Deepika Padukone ki upcoming action film hai. Yeh India ki pehli aerial action film hai, aur dono leads ek fighter pilot ke role mein hain. High-octane action aur stunning visuals is film ki highlight hain.""
    },
    {
      ""user"": ""Wow, sounds thrilling. Release kab ho rahi hai?"",
      ""agent"": ""'Fighter' 2024 mein release hone wali hai. Film ka buzz kaafi high hai, aur fans eagerly wait kar rahe hain.""
    },
    {
      ""user"": ""Yeh toh definitely dekhunga!"",
      ""agent"": ""Mujhe khushi hai ki aap excited hain. 'Fighter' ek thrilling experience hogi jo aapko edge of the seat par rakhegi. Enjoy the movie, Vivek ji!""
    }
  ],
  ""movies"": [""Fighter""]
}

"
58,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi recent action movie suggest kar sakte ho?"",
      ""agent"": ""Hello! Zaroor, pehle main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Ankit hai."",
      ""agent"": ""Ankit ji, aap se milke khushi hui. Aapko recent action movie chahiye, toh 'Bholaa' perfect choice hai. Kya aapne yeh film dekhi hai?""
    },
    {
      ""user"": ""Nahi, yeh kis bare mein hai?"",
      ""agent"": ""'Bholaa' Ajay Devgn starrer action film hai, jo ek ex-convict ki kahani hai jo apni beti se milne ja raha hota hai, but raaste mein unexpected events ka samna karta hai. Film mein action sequences aur emotions ka perfect blend hai.""
    },
    {
      ""user"": ""Sounds interesting. Reviews kaise the?"",
      ""agent"": ""'Bholaa' ko audience se positive reviews mile hain, especially for its intense action scenes aur Ajay Devgn ki performance. Yeh ek edge-of-the-seat thriller hai.""
    },
    {
      ""user"": ""Great! Main zaroor dekhunga."",
      ""agent"": ""Mujhe khushi hai ki aapko suggestion pasand aaya. 'Bholaa' ek thrilling ride hai jo aapko engage rakhegi. Enjoy the movie, Ankit ji!""
    }
  ],
  ""movies"": [""Bholaa""]
}"
59,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi entertaining Bollywood masala movie recommend kar sakte ho?"",
      ""agent"": ""Hello! Main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Sure, mera naam Raj hai."",
      ""agent"": ""Raj ji, aap se milke khushi hui. Bollywood masala film ke liye main 'Om Shanti Om' recommend karunga. Kya aapne yeh dekhi hai?""
    },
    {
      ""user"": ""Nahi, isme kya special hai?"",
      ""agent"": ""'Om Shanti Om' ek perfect Bollywood entertainer hai jisme romance, drama, action, aur reincarnation ka tadka hai. Shah Rukh Khan aur Deepika Padukone ki jodi aur Farah Khan ka direction film ko blockbuster banate hain.""
    },
    {
      ""user"": ""Sounds fun. Reviews kaise the?"",
      ""agent"": ""'Om Shanti Om' ko critics aur audience dono se positive response mila. Film ke songs, dialogues, aur overall entertaining vibe ko bahut pasand kiya gaya.""
    },
    {
      ""user"": ""Great, main yeh zaroor dekhunga!"",
      ""agent"": ""Mujhe khushi hai ki aapko suggestion pasand aaya. 'Om Shanti Om' aapko ek pura entertainment package degi. Enjoy the movie, Raj ji!""
    }
  ],
  ""movies"": [""Om Shanti Om""]
}
"
60,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi family drama recommend kar sakte ho?"",
      ""agent"": ""Hello! Zaroor, pehle main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Mera naam Varun hai."",
      ""agent"": ""Varun ji, aap se milke khushi hui. Family drama ke liye 'Kabhi Khushi Kabhie Gham...' ek classic choice hai. Kya aapne yeh film dekhi hai?""
    },
    {
      ""user"": ""Nahi, yeh kis bare mein hai?"",
      ""agent"": ""'Kabhi Khushi Kabhie Gham...' ek emotional family drama hai jo ek rich family ki kahani batata hai jisme values, traditions, aur relationships ka conflict hota hai. Amitabh Bachchan, Jaya Bachchan, Shah Rukh Khan, Kajol, aur Hrithik Roshan isme hain.""
    },
    {
      ""user"": ""Sounds intense. Reviews kaise the?"",
      ""agent"": ""Film ko release ke time se hi cult status mil gaya tha. Grand sets, powerful performances, aur emotional depth is film ki highlights hain. Yeh film aapke family ke saath dekhne layak hai.""
    },
    {
      ""user"": ""Yeh toh dekhni padegi!"",
      ""agent"": ""Bilkul Varun ji, 'Kabhi Khushi Kabhie Gham...' aapko ek grand cinematic experience degi. Enjoy the movie!""
    }
  ],
  ""movies"": [""Kabhi Khushi Kabhie Gham""]
}
"
61,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi hard-hitting film recommend kar sakte ho jo real events par based ho?"",
      ""agent"": ""Hello! Main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Sure, mera naam Sneha hai."",
      ""agent"": ""Sneha ji, aap se milke khushi hui. Real events par based ek hard-hitting film ke liye 'The Kerala Story' suggest karunga. Kya aapne iske baare mein suna hai?""
    },
    {
      ""user"": ""Nahi, isme kya story hai?"",
      ""agent"": ""'The Kerala Story' ek controversial topic par based hai jo Kerala mein girls ki human trafficking aur radicalization ke baare mein baat karti hai. Film ki story kaafi disturbing aur thought-provoking hai.""
    },
    {
      ""user"": ""Sounds intense. Reviews kaise the?"",
      ""agent"": ""Film ko mixed reviews mile hain, but story aur performances ko kaafi appreciate kiya gaya hai. Yeh ek film hai jo aapko deeply impact karegi.""
    },
    {
      ""user"": ""Main zaroor dekhti hoon. Thanks!"",
      ""agent"": ""Mujhe khushi hai ki aapko suggestion pasand aaya. 'The Kerala Story' ek impactful film hai jo aapko soche par majboor karegi. Enjoy the movie, Sneha ji!""
    }
  ],
  ""movies"": [""The Kerala Story""]
}
"
62,"{
  ""conversation"": [
    {
      ""user"": ""Hello! Koi gripping thriller recommend kar sakte ho?"",
      ""agent"": ""Hi! Zaroor, pehle main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Sure, mera naam Sahil hai."",
      ""agent"": ""Sahil ji, aap se milke khushi hui. Thriller ke liye 'Vikram Vedha' ek perfect choice hai. Kya aapne yeh film dekhi hai?""
    },
    {
      ""user"": ""Nahi, isme kya special hai?"",
      ""agent"": ""'Vikram Vedha' ek intense cat-and-mouse thriller hai jisme Saif Ali Khan aur Hrithik Roshan ne lead roles play kiya hai. Film morality aur ethics ke complex questions ko explore karti hai.""
    },
    {
      ""user"": ""Sounds interesting. Reviews kaise the?"",
      ""agent"": ""'Vikram Vedha' ko critics aur audience dono se positive reviews mile hain. Hrithik Roshan aur Saif Ali Khan ki performances aur film ki storytelling ki kaafi tareef hui hai.""
    },
    {
      ""user"": ""Great, main yeh zaroor dekhunga!"",
      ""agent"": ""Mujhe khushi hai ki aapko suggestion pasand aaya. 'Vikram Vedha' ek edge-of-the-seat thriller hai jo aapko zaroor engage karegi. Enjoy the movie, Sahil ji!""
    }
  ],
  ""movies"": [""Vikram Vedha""]
}
"
63,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi inspiring movie recommend kar sakte ho?"",
      ""agent"": ""Hello! Main aapka naam jaan sakta hoon?""
    },
    {
      ""user"": ""Sure, mera naam Neha hai."",
      ""agent"": ""Neha ji, aap se milke khushi hui. Inspiring film ke liye main 'Swades' suggest karunga. Kya aapne yeh dekhi hai?""
    },
    {
      ""user"": ""Nahi, isme kya story hai?"",
      ""agent"": ""'Swades' mein Shah Rukh Khan ne ek NRI ka role play kiya hai jo apne gaon wapas aata hai aur wahan ke logon ki help karne ka decision leta hai. Film nationalism, social change, aur individual responsibility ke themes explore karti hai.""
    },
    {
      ""user"": ""Sounds very inspiring. Reviews kaise the?"",
      ""agent"": ""'Swades' ko critics aur audience dono se excellent reviews mile. Film ka message aur SRK ki performance isse timeless classic banate hain.""
    },
    {
      ""user"": ""Great, main zaroor dekhungi!"",
      ""agent"": ""Mujhe khushi hai ki aapko suggestion pasand aaya. 'Swades' aapko inspire karegi aur ek deep impact chhodegi. Enjoy the movie, Neha ji!""
    }
  ],
  ""movies"": [""Swades: We, the People""]
}
"
64,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi aisi Bollywood movie suggest kar sakte ho jisme strong female lead ho?"",
      ""agent"": ""Hello! Zaroor, aapko kaise tarike ki filmein pasand hain? Action, drama ya fir kuch aur?""
    },
    {
      ""user"": ""Mujhe drama aur biography zyada pasand hain."",
      ""agent"": ""Bahut achcha! Fir main aapko 'Mary Kom' dekhne ka sujhav dunga. Yeh ek bharatiya boxer mary kom ki biography hai. Kya aapne yeh film dekhi hai?""
    },
    {
      ""user"": ""Nahin, maine yeh film nahin dekhi hai. Yeh kaisi film hai?"",
      ""agent"": ""'Mary Kom' ek bahut hi prerak film hai jo mary kom ke sangharshon aur unki jeet ko darshati hai. Film mein Priyanka Chopra ne mary kom ka kirdaar nibhaya hai aur unhone bahut achcha kaam kiya hai.""
    },
    {
      ""user"": ""Priyanka Chopra to bahut achchi actress hain. Kya aap koi aur aisi film bata sakte hain jisme unhone strong female character nibhaya ho?"",
      ""agent"": ""Zaroor! Aap 'Quantico' bhi dekh sakte hain. Yeh ek american tv series hai jisme Priyanka Chopra ek FBI agent ka kirdaar nibhati hain. Agar aapko bharatiya filmein hi dekhni hain to aap 'Bajirao Mastani' bhi dekh sakte hain. Ismein Deepika Padukone ne ek bahut hi shaktishali rani ka kirdaar nibhaya hai.""
    },
    {
      ""user"": ""Dhannyavaad! Main yeh sari filmein dekhoongi."",
      ""agent"": ""Aapka swagat hai! Mujhe umeed hai ki aapko yeh filmein pasand aayengi. Agar aapko aur koi sujhav chahiye to mujhse puch sakte hain.""
    }
  ],
  ""movies"": [""Mary Kom"", ""Quantico"", ""Bajirao Mastani""]
}"
65,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi aisi Bollywood movie suggest karo jisme romantic chemistry bahut mast ho?"",
      ""agent"": ""Namaste! Kaise hain aap? Mujhe aapke naam ka pata chal sakta hai?""
    },
    {
      ""user"": ""Mera naam Rahul hai."",
      ""agent"": ""Rahul ji, aapko milkar khushi hui. Aapko kis tarah ki filmein pasand hain? Kuch khaas genre ya actor?""
    },
    {
      ""user"": ""Mujhe classic Bollywood movies pasand hain, especially Shah Rukh Khan ki."",
      ""agent"": ""Acha, yeh to bahut interesting hai! Aapne 'Dilwale Dulhania Le Jayenge' dekhi hai? Yeh ek timeless classic hai.""
    },
    {
      ""user"": ""Haan, dekhi hai. Bahut emotional film hai."",
      ""agent"": ""Bilkul! Aapko 'Kuch Kuch Hota Hai' bhi pasand aa sakti hai. Yeh bhi ek classic romantic drama hai.""
    }
  ],
  ""movies"": [""Dilwale Dulhania Le Jayenge"", ""Kuch Kuch Hota Hai""]
}"
66,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi aisi sci-fi movie suggest karo jisme futuristic and action-packed ho?"",
      ""agent"": ""Hello there! Kaisa chal raha hai? Mujhe aapka naam pata chal sakta hai?""
    },
    {
      ""user"": ""Mera naam Priya hai."",
      ""agent"": ""Priya ji, aapko milkar khushi hui. Aapko kis tarah ki filmein pasand hain? Kuch khaas genre ya actor?""
    },
    {
      ""user"": ""Mujhe sci-fi films pasand hain. Kuch futuristic and action-packed."",
      ""agent"": ""Acha, yeh to bahut interesting hai! Aapne 'Krrish 3' dekhi hai? Yeh ek Indian superhero film hai.""
    },
    {
      ""user"": ""Haan, dekhi hai. Bahut maza aaya."",
      ""agent"": ""Bilkul! Aapko 'Robot' bhi pasand aa sakti hai. Yeh bhi ek sci-fi film hai jisme Rajinikanth hai.""
    }
  ],
  ""movies"": [""Krrish 3"", ""Robot""]
}"
67,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Kaisi chal rahi hai aapki? Koi aisi film dekhi jo aapko bahut pasand aayi ho?"",
      ""agent"": ""Namaste! Main theek hoon, shukriya. Aapka kya haal hai? Haal hi mein aapne kon si film dekhi hai?""
    },
    {
      ""user"": ""Main bhi theek hoon. Maine abhi-abhi 'Zara Hatke Zara Bachke' dekhi hai."",
      ""agent"": ""Waah, 'Zara Hatke Zara Bachke'! Yeh film to kaafi charcha mein rahi thi. Kya aapko film pasand aayi? Kon sa seen aapko sabse zyada yaad raha?""
    },
    {
      ""user"": ""Haan, film kaafi mazedaar thi. Mujhe to Kapil aur Saiyami ki jodi bahut pasand aayi. Khaskar jab wo dono ghar se bhagne ki koshish karte hain."",
      ""agent"": ""Haan, wo seen to bahut hi haasyaspad tha. Film mein aapko aur kya pasand aaya? Shayad aapko 'Dream Girl' bhi pasand aayegi. Dono hi filmon mein Kapil ka comedy ka timing bahut achcha hai.""
    }
  ],
  ""movie"": ""Zara Hatke Zara Bachke""
}"
68,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi aisi emotional movie suggest karo jo mujhe rula de?"",
      ""agent"": ""Namaste! Kaisi chal rahi hai aapki? Koi aisi film dekhi jo aapko bahut pasand aayi ho?""
    },
    {
      ""user"": ""Main bhi theek hoon. Maine abhi-abhi 'Kal Ho Naa Ho' dekhi hai."",
      ""agent"": ""Waah, 'Kal Ho Naa Ho'! Yeh film to ek classic hai. Kya aapko film pasand aayi? Kon sa scene aapko sabse zyada yaad raha?""
    },
    {
      ""user"": ""Haan, film bahut emotional thi. Mujhe to Shah Rukh Khan ka performance bahut pasand aaya. Khaskar jab wo 'Kuch To Hai' gaana gaa raha tha."",
      ""agent"": ""Haan, wo scene to bahut hi emotional tha. Film mein aapko aur kya pasand aaya? Shayad aapko 'Kabhi Khushi Kabhie Gham' bhi pasand aayegi. Dono hi filmon mein Shah Rukh Khan ki acting kaafi impressive hai.""
    }
  ],
  ""movie"": ""Kal Ho Naa Ho""
}"
69,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi aisi thriller movie suggest karo jo mind blowing ho?"",
      ""agent"": ""Namaste! Kaisi chal rahi hai aapki? Koi aisi film dekhi jo aapko bahut pasand aayi ho? Thriller movies ke baare mein aapko kya pasand aata hai?""
    },
    {
      ""user"": ""Main bhi theek hoon. Maine abhi-abhi 'Ghajini' dekhi hai."",
      ""agent"": ""Waah, 'Ghajini'! Yeh film to kaafi thriller hai. Kya aapko film pasand aayi? Aamir Khan ka performance kaisa laga? Aur kya aapko film ka twist pasand aaya?""
    },
    {
      ""user"": ""Haan, film bahut hi mast thi. Aamir Khan ne to apni acting se sabko impress kar diya. Mujhe to film ka climax sabse zyada yaad raha. Itna twist tha ki main bilkul shock ho gaya tha."",
      ""agent"": ""Haan, climax to bahut hi unexpected tha. Aamir Khan ne apni memory loss wali problem ko kaise manage kiya, yeh dekhna bahut interesting tha. Aapko Aamir Khan ki aur konsi film pasand hai?""
    },
    {
      ""user"": ""Mujhe '3 Idiots' bhi bahut pasand hai. Aapko kya lagta hai, kya 'Ghajini' aur '3 Idiots' dono hi films mein Aamir Khan ne ek hi tarah ka role nibhaya hai?"",
      ""agent"": ""Dono hi films mein Aamir Khan ne different roles nibhaye hain. 'Ghajini' mein woh ek revengeful character tha, jabki '3 Idiots' mein woh ek inspirational teacher tha. Dono hi roles mein unhone apni acting skills ka bahut acha use kiya hai. Aapko kon sa role zyada pasand aaya?""
    }
  ],
  ""movie"": ""Ghajini""
}"
70,"{
  ""conversation"": [
    {
      ""user"": ""Hi! Koi aisi historical thriller suggest karo jo mind blowing ho?"",
      ""agent"": ""Namaste! Kaisi chal rahi hai aapki? Koi aisi film dekhi jo aapko bahut pasand aayi ho? Thriller movies ke baare mein aapko kya pasand aata hai?""
    },
    {
      ""user"": ""Main bhi theek hoon. Maine abhi-abhi 'Mission Majnu' dekhi hai."",
      ""agent"": ""Waah, 'Mission Majnu'! Yeh film to kaafi thriller hai. Kya aapko film pasand aayi? Sidharth Malhotra ka performance kaisa laga? Aur kya aapko film ka climax pasand aaya?""
    },
    {
      ""user"": ""Haan, film bahut hi mast thi. Sidharth Malhotra ne to apni acting se sabko impress kar diya. Mujhe to film ka climax sabse zyada yaad raha. Itna twist tha ki main bilkul shock ho gaya tha."",
      ""agent"": ""Haan, climax to bahut hi unexpected tha. Sidharth Malhotra ne apne character ko kaise nibhaya, yeh dekhna bahut interesting tha. Aapko Sidharth Malhotra ki aur konsi film pasand hai?""
    },
    {
      ""user"": ""Mujhe 'Shershaah' bhi bahut pasand hai. Aapko kya lagta hai, kya 'Mission Majnu' aur 'Shershaah' dono hi films mein Sidharth Malhotra ne ek hi tarah ka role nibhaya hai?"",
      ""agent"": ""Dono hi films mein Sidharth Malhotra ne different roles nibhaye hain. 'Mission Majnu' mein woh ek RAW agent tha, jabki 'Shershaah' mein woh Kargil War hero Captain Vikram Batra tha. Dono hi roles mein unhone apni acting skills ka bahut acha use kiya hai. Aapko kon sa role zyada pasand aaya?""
    }
  ],
  ""movie"": ""Mission Majnu""
}"
